x dispe herbi paras phage polli
-1.48484848484848 0.16585100442293 0.0248086088428109 0.134054724219803 0.259568867150968 0.000111470280595226
-1.42424242424242 0.18772575767405 0.0287355073548586 0.166083845887771 0.278930964040232 0.000243697908958772
-1.36363636363636 0.209953796364986 0.032553169197216 0.19842987821691 0.296566280486149 0.000509875487956115
-1.3030303030303 0.232158226808187 0.0360664599003166 0.231680128872717 0.313758692017222 0.0010188213710892
-1.24242424242424 0.253961703572939 0.0390982978981049 0.26809967273402 0.332257045003411 0.00194136594206638
-1.18181818181818 0.274989829291115 0.0414931061046787 0.311073674209062 0.353918062855757 0.00353152923703798
-1.12121212121212 0.294915860101355 0.0431152336809623 0.363682482311645 0.380175216872452 0.00613988391532738
-1.06060606060606 0.313397877854563 0.0439345866248996 0.42680319468194 0.411541285601547 0.0102281923510036
-1 0.3302356873123 0.0439673581463149 0.497582208378375 0.447265704550243 0.0163341868936404
-0.939393939393939 0.3451939016012 0.0433109539591707 0.569172661972035 0.485214225652133 0.0250037542517266
-0.878787878787879 0.35819388188351 0.0421680907138271 0.632217952018553 0.522129305652379 0.0367465188677022
-0.818181818181818 0.369168895594607 0.0407951000942617 0.677800909751648 0.554259752525335 0.0519387972594027
-0.757575757575757 0.378127349159669 0.0395203479600406 0.700344011182539 0.57820459908576 0.0707589510857173
-0.696969696969697 0.385172044130398 0.0387030361788259 0.699454229426284 0.59164158976852 0.0931077913147938
-0.636363636363636 0.390383231237651 0.0387438690734154 0.679931670239776 0.593905069596924 0.118573849533215
-0.575757575757576 0.39399924240588 0.0400184258909695 0.649984416709618 0.585854084510954 0.14658260289156
-0.515151515151515 0.396214379089283 0.0428651204696222 0.618374366856801 0.569228121706223 0.17648628456424
-0.454545454545455 0.397350081953235 0.047648939135036 0.591575409936095 0.545915627938222 0.207710289648091
-0.393939393939394 0.39773405454438 0.0545736356663485 0.571979084521502 0.517325591889405 0.239875577516879
-0.333333333333333 0.397737356471372 0.0638094440603856 0.557754362796365 0.48416801596148 0.272844050707296
-0.272727272727272 0.39773015493342 0.0755091743084612 0.54427590313175 0.446714567240182 0.306693300744422
-0.212121212121212 0.398043716701931 0.089603099696786 0.526480249410467 0.405366295950153 0.341558937885087
-0.151515151515151 0.398891727656766 0.10602290880944 0.501106794034409 0.361293051662394 0.37743149833414
-0.0909090909090908 0.400361020066843 0.124613408777015 0.467795207992502 0.316671325671543 0.413947535234021
-0.0303030303030303 0.40230617572238 0.145062277335618 0.428881199259719 0.274434978985442 0.450234268459723
0.0303030303030303 0.404374025422112 0.167053450805735 0.388199954130888 0.23765825270081 0.484951175295062
0.0909090909090908 0.405985016675198 0.190166448733524 0.349611011358755 0.208769782101222 0.516417175618267
0.151515151515151 0.406406104236841 0.213915356020957 0.315899635264213 0.188923160478021 0.542855311108506
0.212121212121212 0.404754107143687 0.237783376174976 0.288332543978488 0.177753418330177 0.562578702092106
0.272727272727273 0.400280239689175 0.261206156765124 0.266755632164083 0.173598881049449 0.574514075826959
0.333333333333333 0.39219567215289 0.283622991220909 0.249965695371575 0.173980381269978 0.57814166471797
0.393939393939394 0.380142892806055 0.304418575634146 0.236160458540824 0.17632922849313 0.573567565982219
0.454545454545455 0.363937893058611 0.323096149806172 0.223407959548944 0.178596189682124 0.561464315741904
0.515151515151515 0.343812837876789 0.339195622340453 0.210206882238845 0.179533479663296 0.542892109799089
0.575757575757576 0.320371185990886 0.352284513898134 0.1958862705129 0.178714737612947 0.519333811043284
0.636363636363637 0.294414776157531 0.362237975310807 0.180771287374607 0.176315958788722 0.492367708617057
0.696969696969697 0.26705877767466 0.369001440381816 0.165963044032854 0.17277106182539 0.463579606304036
0.757575757575758 0.239425262670812 0.372726798832773 0.152770762949231 0.168429848652828 0.434480056332916
0.818181818181818 0.212631813802955 0.373876819307282 0.142023185121716 0.1633313168848 0.406439321109595
0.878787878787879 0.187674968805008 0.373009999311635 0.133574723583598 0.157155602455608 0.380597469457349
0.939393939393939 0.165321508797281 0.370891550151536 0.126250255753234 0.14934625749286 0.357811250723701
1 0.146048043269484 0.368368046583343 0.118269319585741 0.139350508274846 0.338687022340314
1.06060606060606 0.130143865386959 0.366282716206608 0.107976913983808 0.126873319755462 0.323594639065931
1.12121212121212 0.117467777001731 0.365380264060076 0.0945836204874037 0.112055609959543 0.312708192143934
1.18181818181818 0.107840464947813 0.366201223713932 0.0784850219100915 0.0955148247473156 0.30592572148679
1.24242424242424 0.100726142252115 0.369109209042116 0.0611013774562625 0.0782391123860755 0.302813272967622
1.3030303030303 0.0956053605998687 0.374051274986564 0.0443125155860065 0.0613855044767573 0.30259125934711
1.36363636363636 0.091870841796125 0.38072811432301 0.0297814686293323 0.0460081152728034 0.304063361808586
1.42424242424242 0.0889521771640271 0.388575515256956 0.0184761696515204 0.032867829758426 0.305649258015916
1.48484848484849 0.0863762610237782 0.396756342434173 0.0105490787360376 0.0223401373136211 0.30551700168119
1.54545454545455 0.0837794483843622 0.404342176669552 0.00552978378172569 0.0144251156798474 0.301929767138848
1.60606060606061 0.0809366459439927 0.410338937010806 0.00265597251630951 0.00883749110622328 0.293519856084308
1.66666666666667 0.0777704803914905 0.41388819929411 0.0011694226492042 0.00513286755289041 0.279546763697874
1.72727272727273 0.0743040838320998 0.414200825093808 0.00047166449488528 0.00283028780728792 0.260018998225339
1.78787878787879 0.0706459354161725 0.41075168905547 0.00017389261856499 0.00149566836389005 0.235681917422004
1.84848484848485 0.0669382240683067 0.403326612932459 5.85497863318845e-05 0.00078656373707078 0.207935680418157
1.90909090909091 0.0633195958134418 0.391818360694829 1.79888782720041e-05 0.000480728163585071 0.178410562651537
1.96969696969697 0.059885939832614 0.376518013312757 5.03929241909813e-06 0.000463178174377464 0.148759575636186
2.03030303030303 0.056686317699879 0.35788032186246 1.28609721907769e-06 0.000715700973440286 0.120446429365017
2.09090909090909 0.0536933261963271 0.336409942521457 2.98782159177212e-07 0.00130675795497516 0.0946477283554555
2.15151515151515 0.0508372529479905 0.312878392227962 6.31276832194041e-08 0.00238053670229896 0.0720866314563098
2.21212121212121 0.0480109011658797 0.288011276020907 1.21178977032055e-08 0.00413917033168885 0.0531322059320017
2.27272727272727 0.045102118166713 0.262547034242619 2.11085860431527e-09 0.00680786273225637 0.0378294708178614
2.33333333333333 0.042013556004759 0.237210833607539 3.38881398944274e-10 0.0105541452937738 0.0259656117585891
2.39393939393939 0.0386939069122876 0.212639739966673 4.96639448278653e-11 0.015419391094726 0.0171766066873438
2.45454545454546 0.035127222200073 0.189391251566114 6.62281873122651e-12 0.0212315161213321 0.0109185404975931
2.51515151515152 0.0313631339661431 0.167853326795679 8.03170230715355e-13 0.0275557873942447 0.00665568973525426
2.57575757575758 0.0274817936103062 0.148341343305297 8.8505052834824e-14 0.0337130469026622 0.00388358442378486
2.63636363636364 0.0235955240017204 0.130994241154172 8.81382753490422e-15 0.0388823948988857 0.00216546419711072
2.6969696969697 0.0198243884500187 0.115791091734912 7.52736853188974e-16 0.0422711402634122 0.00115656161729971
2.75757575757576 0.0162854839109266 0.102671658408845 5.29188383748307e-17 0.0433005257610998 0.000589899262408377
2.81818181818182 0.0130646898287062 0.0913950807834466 0 0.0418098860628168 0.000286702058688859
2.87878787878788 0.0102392253044051 0.0816819731281697 0 0.0380557428154873 0.000132628739294517
2.93939393939394 0.0078274623899676 0.0732700189556523 2.06550897218953e-17 0.0326524177309827 5.83381323136269e-05
3 0.00584041983600128 0.0658229474625255 3.49394746388896e-18 0.0264084369992928 2.45295680061498e-05
