type e p c
paras 0.040652655651871 0.433568725512679 1.49245540957065
paras 0.0401142825118402 0.522456782490461 2.18251095658975
paras 0.04007930677162 0.511192406185488 1.68646215029619
paras 0.0280035927156061 0.518226255101982 3.09946686686654
paras 0.0405953732026978 0.515419477754716 1.2735534117933
paras 0.0288880766286881 0.43527314132511 3.16152719793025
paras 0.0414555440243927 0.440991966028387 1.49345499770921
paras 0.0463464449826803 0.479019668747552 1.22306388564143
paras 0.0329028657973532 0.48951553658246 2.87050294597252
paras 0.0374964732130045 0.534125097674023 1.49905447456985
paras 0.0457451206939888 0.545624036197629 1.319388154566
paras 0.0361152900687374 0.513377399615093 1.84524986563059
paras 0.0454621656520263 0.454269549021104 1.16578259649431
paras 0.0396250237570906 0.475751034602599 1.81250332620297
paras 0.0355505819986454 0.458971212852617 1.37747743916461
paras 0.042756590905789 0.485445324407373 1.22019134088893
paras 0.0390241174806222 0.51128346616023 1.63631088696358
paras 0.0530375689210732 0.466675085039791 1.16190136292736
paras 0.0280807653617617 0.275066952623347 5.26673729390516
paras 0.040198584078642 0.379673390455771 1.92520016553311
paras 0.0388540436051336 0.412844906057581 1.34877641974504
paras 0.0354357852163677 0.502693718073592 1.20018773737574
paras 0.0370224474421924 0.556551514712111 1.96754832176644
paras 0.0440602306828611 0.437231837962481 1.1858932784384
paras 0.0420471408238062 0.440377822543554 1.29901928607273
paras 0.0674398995738698 0.434328371413328 1.20195027884715
paras 0.0702157571705504 0.498045326871488 1.32520399944197
paras 0.0327840147519625 0.401649319949878 1.61933350372303
paras 0.0400235480247746 0.495768349639631 1.86331681430673
paras 0.0330334727807619 0.382844151746951 1.38049392111191
paras 0.0430548264605507 0.513700250152192 1.23590190588278
paras 0.052485498805202 0.491965850986384 1.14391414384592
paras 0.0337324648038997 0.576572134351517 1.24135560469771
paras 0.0434685976357739 0.479558681014669 1.18676085922961
paras 0.0385007196817769 0.424268366448605 1.24711284966567
paras 0.036555587593652 0.478313030667759 1.69063366560095
paras 0.0414435663720141 0.482167168078789 1.1998327658818
paras 0.0431026450567109 0.489086392333776 1.55083613903517
paras 0.0285870073870148 0.504615670205765 1.31249040611933
paras 0.0442757627316672 0.487113877062471 1.15077277981293
paras 0.0380807180006361 0.473509490518673 1.24816580778526
paras 0.0413439562244688 0.452951215212828 1.65496091862866
paras 0.0399416064825482 0.476560743856075 1.24552854694577
paras 0.0359028360559011 0.379253926912414 3.05384999823864
paras 0.0339180783529106 0.467975696966719 1.24647984175025
paras 0.0444103660314082 0.48152832095809 1.63241201801636
paras 0.0348528642441019 0.51260221032519 3.01645575964259
paras 0.0389758365082005 0.421579906826223 2.37010038073089
paras 0.0681607003360546 0.493599631871387 1.18606741521456
paras 0.0495634102612109 0.422589173781368 1.21997462374889
paras 0.0421239039783494 0.5261685128358 1.21863462766761
paras 0.0424404649525043 0.480293474762042 1.21023480595469
paras 0.120393750223524 0.511335710666895 1.53002172033353
paras 0.0350015795748062 0.358642410070611 1.49609898663511
paras 0.0455368073563175 0.496071831686107 1.2842288753849
paras 0.0392161611252256 0.48754852781101 1.2758861407051
paras 0.0455689088449759 0.472870610394925 1.16987789172545
paras 0.0359070052901964 0.429234969421082 2.19286440296366
paras 0.0367568268554438 0.449042263338975 1.20281747701443
paras 0.0457429929620079 0.529472849225777 1.26315831415146
paras 0.0371405818867701 0.575374781857361 1.86764425309907
paras 0.0389197822449414 0.4358497967082 1.29655280982347
paras 0.0515244778816888 0.455804539275881 1.21973065561151
paras 0.0522230242757772 0.558790652022571 1.20942470295072
paras 0.0297694642995545 0.528696748691926 1.86457781201811
paras 0.037056336382241 0.533730127019668 2.96887687129952
paras 0.0306508603319181 0.592613772838344 3.26198189772813
paras 0.0375218709838303 0.41056244818718 2.14242487238349
paras 0.049360520997411 0.392887241515194 1.25542201395737
paras 0.0411272136357556 0.453503447337646 1.54888738738144
phage 0.0406228329746827 0.431854193041566 1.39044588646852
phage 0.0327728904534116 0.592067035444575 1.49566702054788
phage 0.0396893129265114 0.452562610752453 1.80403807370555
phage 0.0320224918684002 0.560130886465791 1.34160244591972
phage 0.0384723190768668 0.305983024263028 4.0252514892268
phage 0.0423275603473033 0.588357746838476 1.40923545560489
phage 0.0469131362191287 0.453775649384093 1.17549845707009
phage 0.0343763106856946 0.4471159564075 2.18746340910346
phage 0.0443556572495516 0.561664928120234 2.17453122919476
phage 0.142178841717605 0.502738197754001 0.364566028954748
phage 0.0366614453181476 0.635879036387976 2.67339846634969
phage 0.0423475332572485 0.530230545014407 1.15129976229124
phage 0.0428112051323965 0.576925196206769 2.46459113315806
phage 0.0419373143228904 0.512903361765517 1.37169203628263
phage 0.0379889450965429 0.558408195763588 2.81218439855689
phage 0.0296221034746824 0.505176595142699 1.38078000843583
phage 0.0377803537113886 0.566882714770402 2.64378637090409
phage 0.0600378552837114 0.487617911835831 1.92018541962984
phage 0.0398225982761833 0.442060072552105 1.70879674134783
phage 0.106527581274876 0.535523548199462 1.31803168814146
phage 0.0270081186199004 0.553123031091365 1.44052676642626
phage 0.0421402855196305 0.5256716233061 2.20965368787232
phage 0.0373095856977119 0.422488701079835 1.2915269509855
phage 0.0411325241066168 0.484287532694918 1.48321617240392
phage 0.0456745754971758 0.515329022018239 1.98694647767618
phage 0.10581633095816 0.521563937265208 1.23546569773102
phage 0.0241566588650439 0.49140189912222 1.44008078787319
phage 0.0510434223650938 0.53357088876 2.485589834779
phage 0.0266598394241004 0.487246299057531 1.90773055093608
phage 0.0717945199903875 0.401006587209083 1.45631365636474
phage 0.0227465442741028 0.491999037051345 1.94273076890824
phage 0.0426620872097255 0.336814046925838 3.01972109285946
phage 0.0466296193707617 0.584365469735362 2.51579702821079
phage 0.0420317591984735 0.519596733973842 1.20076243182187
phage 0.196295052644182 0.311155359477063 3.91685971909937
phage 0.0340548065776084 0.638980546807813 3.07797813842876
phage 0.0453203664682625 0.572885381525089 1.51719761620351
phage 0.0440045184676087 0.565542019331667 1.29529441357592
polli 0.223495227977641 0.509490364195373 1.66935037568246
polli 0.222695184371361 0.502650776601562 1.65582230411696
polli 0.157754195209735 0.494228234639607 1.43242501132638
polli 0.116899399136056 0.471914106717312 1.48983850315276
polli 0.0737037015921378 0.500484367284381 1.2619649730319
polli 0.149853246083076 0.501252461250954 1.499411390765
polli 0.049510268505448 0.528816655867965 1.3063757820956
polli 0.192668219259186 0.513847878009875 1.69289655071123
polli 0.189000544177636 0.516491814076665 1.54613671569587
polli 0.164549339432673 0.523702077927243 1.54168688524318
polli 0.106240940979362 0.479528521807165 1.45486597770258
polli 0.188798225973975 0.518661001154716 1.53376469764
polli 0.19732934512729 0.520175863828691 1.46272889476417
polli 0.204688330468595 0.510797529727604 1.63146628810814
polli 0.0441039102278257 0.427325672166348 1.32814520088535
polli 0.0464803497445474 0.422465850680922 1.25086182825278
polli 0.22580627206821 0.515030107596359 1.49243813526024
polli 0.113360382105883 0.523291864829643 1.24835219928985
polli 0.161378143505656 0.518368968051723 1.39817759432131
polli 0.0709758033252123 0.492652180232434 1.15428181800084
polli 0.104763599213777 0.466931945088876 1.38700166833436
polli 0.1407674648747 0.522336592802291 1.40350458813467
polli 0.112768511936947 0.499943824760853 1.59948202421455
polli 0.147961428599664 0.506085364553758 1.41219054585761
polli 0.0427446536203161 0.565726036177465 1.18954321435521
polli 0.0490759501699552 0.576556117231992 1.25414791244894
polli 0.227809443187092 0.502575895140601 1.57554807219483
polli 0.227287845984463 0.508927630971532 1.61492085038797
polli 0.132676802100445 0.501827763894893 1.52346526966727
polli 0.0381058696051305 0.450262214415729 1.25925231376468
polli 0.0925897020963853 0.480217905326603 1.65936216507206
polli 0.251294628361894 0.509024966826315 1.57029724021147
polli 0.107084684470876 0.502384557871408 1.32672594989838
polli 0.197093659670237 0.517091713024407 1.57517593170532
polli 0.143094485382663 0.492080880629077 1.56709414706136
polli 0.0854489803290195 0.52140376613718 1.34745641214173
polli 0.0404954887813432 0.58717824216102 1.36408691144743
polli 0.224311070783777 0.50741812956424 1.65747234677798
polli 0.146847497372249 0.49677949113671 1.4593769887567
polli 0.191762280697155 0.515238596442959 1.70512436073472
polli 0.0785991955377759 0.46209051374205 1.18539957221703
polli 0.102751822806291 0.485574094756463 1.33901083682638
polli 0.247894014105338 0.506432662293258 1.59057360404024
polli 0.130642500121438 0.495274387844083 1.49230523584684
polli 0.202772070698062 0.510191315899808 1.47133663817913
polli 0.107889162722114 0.469116416267674 1.38714332602373
polli 0.156597269154196 0.49116604858817 1.72098729171146
polli 0.0558723755097338 0.52656048312278 1.13781680528359
polli 0.14929489362824 0.506941345834162 1.39418692997702
polli 0.125576415132004 0.481876333213954 1.64160314869579
polli 0.0613750997641852 0.469139698128981 1.46939172166447
polli 0.0277679750089498 0.48722951412213 1.29839804774912
polli 0.159018611178643 0.512899743856959 1.4481201970613
polli 0.0413008805682642 0.540026779072373 1.2994514521295
polli 0.200114566518254 0.516746523604626 1.56712209957999
polli 0.205984407432468 0.510288171235148 1.46480121252756
polli 0.0837419288867988 0.57143211484117 1.33666926989935
polli 0.0668253332935859 0.467413011136558 1.5410867545361
polli 0.0296185526427215 0.629149459994797 1.52447519251215
